birthyr,birthqtr,vetwwii,incwage,disabwrk1,disabwrk2
1926,4,0,15005,0,0
1924,4,1,0,0,0
1928,3,0,9405,0,0
1928,3,0,8405,0,0
1924,4,0,10505,0,0
1928,4,1,16125,0,0
1924,4,0,0,1,1
1928,3,0,0,1,2
1928,3,0,66345,0,0
1924,3,0,5725,0,0
1928,3,0,20005,0,0
1924,4,0,14625,0,0
1924,3,0,0,1,2
1928,3,0,9005,0,0
1928,4,0,0,1,1
1926,4,0,13005,0,0
1926,4,0,0,1,1
1926,3,1,0,0,0
1926,3,1,1105,0,0
1928,4,0,0,0,0
1924,4,1,0,1,2
1928,3,0,3155,0,0
1924,3,0,1005,1,1
1928,4,0,135,1,2
1926,3,1,16005,0,0
1926,4,1,9005,1,1
1924,4,1,15005,0,0
1924,3,1,6005,0,0
1926,3,0,0,0,0
1928,4,0,16005,0,0
1928,3,0,0,1,1
1928,3,0,14505,0,0
1924,4,1,10085,0,0
1926,3,1,21005,0,0
1928,3,0,15005,0,0
1924,4,0,0,1,2
1924,4,0,0,1,2
1928,3,1,0,0,0
1924,3,0,2215,0,0
1928,3,0,9105,1,1
1926,3,0,0,1,2
1928,4,0,7805,0,0
1926,3,0,0,1,2
1924,3,0,0,1,2
1924,3,1,12005,0,0
1926,4,0,10005,0,0
1928,4,0,12505,1,1
1924,4,1,20155,0,0
1924,4,1,12005,0,0
1926,4,1,0,0,0
1926,3,1,35005,0,0
1928,3,0,10005,0,0
1926,4,0,14005,0,0
1928,3,0,12005,0,0
1924,3,1,24935,1,1
1924,3,0,9005,0,0
1926,4,1,16005,0,0
1924,3,1,12005,0,0
1926,4,0,22005,0,0
1928,3,0,0,1,2
1924,3,0,0,1,2
1924,3,0,0,0,0
1924,4,0,0,1,2
1928,4,0,12505,0,0
1926,4,0,0,1,2
1924,4,1,14005,0,0
1924,3,1,12005,0,0
1926,3,1,23005,0,0
1926,3,1,19475,0,0
1926,4,0,0,0,0
1926,4,1,0,0,0
1924,4,0,0,0,0
1924,4,1,0,0,0
1924,3,1,0,1,1
1928,3,0,0,0,0
1926,4,0,605,0,0
1928,4,0,11725,0,0
1928,3,1,0,1,2
1926,4,0,6505,0,0
1928,4,1,17005,1,2
1926,4,0,0,1,2
1928,3,0,11165,1,1
1924,4,1,0,0,0
1924,4,1,0,0,0
1928,4,0,12005,0,0
1924,4,1,0,1,2
1924,3,0,16005,0,0
1928,3,0,8005,0,0
1928,3,0,0,1,2
1928,3,0,0,0,0
1928,4,0,8845,0,0
1926,3,1,0,0,0
1928,3,1,12505,0,0
1926,3,1,18285,1,1
1926,3,0,14765,0,0
1928,3,0,15005,0,0
1928,4,0,6005,0,0
1928,4,0,6505,0,0
1926,3,0,16505,0,0
1928,4,0,62725,0,0
1928,3,0,7285,1,1
1926,3,1,0,0,0
1928,4,0,5005,1,1
1924,4,1,15005,0,0
1924,3,1,0,1,2
1926,4,0,6725,0,0
1928,4,0,17165,0,0
1928,3,0,605,0,0
1928,4,1,9725,0,0
1924,4,0,6205,0,0
1928,4,0,6005,0,0
1926,3,1,0,1,2
1928,4,0,8205,0,0
1928,3,0,0,0,0
1924,3,1,0,1,1
1924,3,1,6705,0,0
1924,3,1,13855,0,0
1928,3,0,20005,1,1
1928,3,0,0,0,0
1924,3,1,5005,0,0
1928,3,0,30005,0,0
1928,4,0,2005,0,0
1928,4,1,14005,1,1
1924,4,0,6635,0,0
1928,4,0,0,1,2
1924,4,1,38005,0,0
1924,4,0,0,0,0
1926,3,0,6005,1,1
1924,3,0,605,1,2
1924,4,1,0,0,0
1926,3,0,14005,0,0
1924,3,1,20005,0,0
1926,3,1,16125,0,0
1928,3,0,0,0,0
1926,3,0,2505,1,1
1924,3,1,22005,0,0
1928,4,0,10005,0,0
1926,4,0,0,0,0
1924,4,0,0,1,2
1924,4,1,1505,0,0
1926,4,0,5725,0,0
1926,3,0,0,1,2
1926,4,0,0,1,2
1926,3,1,20005,0,0
1928,3,0,5705,0,0
1928,3,1,42005,0,0
1926,4,1,19005,0,0
1926,3,1,0,1,2
1928,4,0,0,1,2
1926,3,1,12005,0,0
1928,4,1,995,1,2
1924,3,1,0,0,0
1924,4,1,13475,0,0
1928,4,0,25005,0,0
1926,4,0,4805,0,0
1928,4,0,21005,0,0
1926,3,1,16305,0,0
1926,4,1,27565,0,0
1924,4,1,11005,0,0
1924,3,0,13905,0,0
1928,4,0,18005,0,0
1924,4,1,24005,0,0
1928,3,0,0,1,2
1926,3,0,0,0,0
1928,4,0,26175,0,0
1924,3,1,20005,1,1
1928,3,0,13005,0,0
1926,4,1,0,1,2
1928,4,0,21445,1,1
1926,4,1,20005,0,0
1924,3,1,0,1,2
1924,4,0,0,0,0
1928,4,0,0,0,0
1926,4,0,5565,0,0
1924,4,1,7205,0,0
1928,3,0,205,1,1
1924,3,0,0,0,0
1926,4,1,9005,1,1
1928,4,0,17405,0,0
1926,3,1,15005,0,0
1926,3,1,21085,0,0
1928,4,0,0,0,0
1924,3,1,26375,1,1
1926,3,0,0,0,0
1928,4,0,16005,0,0
1928,3,0,0,0,0
1924,4,0,5985,0,0
1926,3,1,18005,0,0
1924,4,1,14395,0,0
1928,3,0,7205,0,0
1926,3,1,11005,0,0
1928,3,1,20005,0,0
1924,3,1,11785,0,0
1926,3,0,5005,0,0
1928,4,0,30005,0,0
1926,3,0,18005,0,0
1926,4,0,17005,0,0
1928,3,0,15005,0,0
1928,4,0,24085,0,0
1924,4,1,9885,0,0
1924,4,1,0,1,2
1924,4,1,13005,0,0
1928,4,0,15085,0,0
1926,3,1,34005,0,0
1926,3,1,15495,1,1
1926,4,0,9005,0,0
1928,4,0,14005,0,0
1926,3,1,13585,0,0
1926,3,1,9005,0,0
1926,3,1,16005,0,0
1924,3,1,0,0,0
1924,3,1,0,1,1
1928,4,0,9885,0,0
1924,3,1,29305,0,0
1924,3,1,30005,0,0
1924,3,1,18005,0,0
1924,4,1,15005,0,0
1928,3,1,37005,0,0
1926,4,1,17255,0,0
1924,4,1,8005,1,2
1924,3,1,0,1,2
1928,4,0,12005,0,0
1928,3,0,0,0,0
1926,4,0,14005,0,0
1924,4,1,8845,0,0
1928,3,0,11005,0,0
1926,4,1,12005,0,0
1928,3,0,12005,0,0
1926,3,0,0,0,0
1928,4,0,6505,1,1
1926,4,1,10005,0,0
1924,3,0,0,1,2
1926,4,0,16705,0,0
1928,3,0,13745,1,1
1924,4,0,11005,0,0
1924,3,0,0,0,0
1928,3,0,9445,0,0
1926,3,0,5945,0,0
1924,3,1,5725,0,0
1928,4,0,13005,0,0
1928,3,0,6765,0,0
1928,4,0,30005,0,0
1924,3,1,11855,0,0
1926,3,0,10005,1,1
1928,3,0,15005,0,0
1924,4,1,605,0,0
1924,3,1,5725,0,0
1928,3,0,12005,0,0
1926,4,0,3005,0,0
1928,4,0,16805,0,0
1926,4,1,0,1,2
1926,4,0,25005,0,0
1924,3,1,14005,1,1
1926,3,1,0,0,0
1924,3,1,11005,1,2
1926,3,0,0,1,1
1926,3,0,15005,0,0
1928,3,1,17205,0,0
1924,4,1,12495,0,0
1924,4,1,0,0,0
1928,3,0,12005,0,0
1924,3,0,6445,0,0
1928,3,1,8005,1,1
1928,3,0,0,1,2
1928,3,0,0,1,2
1926,4,1,43505,0,0
1924,4,1,12005,0,0
1928,3,0,25005,0,0
1928,3,0,205,1,2
1926,4,1,10005,0,0
1928,3,0,1805,0,0
1926,3,1,18005,0,0
1926,4,0,0,1,2
1924,3,1,6005,0,0
1924,4,0,39005,0,0
1926,3,1,0,0,0
1926,3,0,0,0,0
1928,3,1,9585,0,0
1926,4,1,0,1,2
1924,3,1,14805,1,1
1926,4,1,0,1,2
1928,4,1,0,1,2
1924,3,1,54505,0,0
1924,3,0,0,0,0
1924,3,1,0,1,2
1924,3,0,0,1,2
1924,4,1,0,1,2
1924,4,0,0,1,2
1928,4,0,0,0,0
1924,3,1,21115,0,0
1926,3,1,19605,0,0
1926,3,0,0,1,2
1926,4,1,14995,0,0
1926,3,0,0,0,0
1926,3,1,21185,0,0
1926,4,1,0,0,0
1928,3,1,11005,0,0
1924,3,0,13505,0,0
1928,4,1,16005,0,0
1926,3,1,5805,0,0
1926,3,0,0,1,2
1926,3,1,17005,0,0
1928,4,1,0,1,2
1924,4,1,50445,0,0
1924,3,1,8005,0,0
1924,3,1,32005,0,0
1926,4,1,15005,0,0
1926,4,1,0,0,0
1928,3,0,20005,0,0
1926,3,0,17005,0,0
1928,4,0,0,0,0
1924,3,1,17985,0,0
1924,4,1,14045,0,0
1926,4,0,12305,0,0
1924,4,1,22005,0,0
1924,4,1,3405,0,0
1924,3,1,26705,1,1
1928,3,0,15005,0,0
1928,4,0,20635,0,0
1924,3,1,8705,0,0
1928,3,0,7825,1,1
1924,3,0,0,0,0
1928,4,0,6765,0,0
1926,4,1,0,1,2
1924,3,1,26185,0,0
1924,3,0,0,1,2
1924,3,1,12005,0,0
1926,3,0,12035,0,0
1924,3,1,0,0,0
1928,4,1,14005,0,0
1926,3,0,0,0,0
1926,3,0,0,0,0
1924,3,1,0,0,0
1928,4,1,19105,1,1
1926,3,1,29225,0,0
1926,3,1,15005,0,0
1928,4,0,25005,0,0
1926,4,1,27005,0,0
1926,3,1,13005,1,1
1924,3,1,0,1,2
1928,3,0,13005,0,0
1926,3,0,14005,0,0
1926,4,1,1805,0,0
1928,4,0,0,1,2
1926,3,1,0,0,0
1924,4,1,0,0,0
1924,4,1,27305,0,0
1928,3,0,12465,0,0
1928,3,1,34005,0,0
1924,4,0,0,1,1
1924,4,1,0,0,0
1924,4,1,0,1,2
1928,3,1,36975,0,0
1928,3,0,18365,1,1
1928,3,0,11105,0,0
1926,3,0,15005,0,0
1928,3,1,22005,0,0
1926,4,1,7505,0,0
1928,4,0,33005,0,0
1924,4,1,9705,0,0
1928,4,0,13505,0,0
1926,3,1,21005,0,0
1928,4,0,22005,0,0
1926,3,1,14305,0,0
1928,3,0,15005,0,0
1928,3,0,18505,0,0
1928,4,0,0,0,0
1924,3,1,5005,1,1
1924,4,1,13005,0,0
1924,3,1,0,0,0
1924,4,1,17005,0,0
1924,3,1,15735,0,0
1928,3,0,11005,0,0
1926,3,0,0,1,2
1928,3,0,0,0,0
1924,3,1,16005,0,0
1924,4,0,19825,0,0
1924,3,1,22905,0,0
1924,3,0,2505,0,0
1924,4,1,12605,0,0
1928,3,1,10125,0,0
1924,3,0,7505,0,0
1924,4,1,0,1,2
1924,3,1,0,1,2
1928,4,0,0,0,0
1928,4,0,27555,0,0
1926,4,1,18005,0,0
1928,3,0,18005,0,0
1928,3,0,24005,0,0
1924,3,0,9005,0,0
1926,3,0,1205,0,0
1926,4,1,22005,0,0
1926,3,1,26825,0,0
1928,4,1,9005,0,0
1926,4,1,19005,0,0
1928,3,0,7805,0,0
1928,4,0,5205,0,0
1926,4,1,18005,0,0
1928,3,1,0,1,2
1926,3,1,22005,0,0
1928,4,0,21005,0,0
1928,3,1,21005,0,0
1924,3,1,12205,0,0
1926,3,1,7545,0,0
1928,3,0,13005,0,0
1924,3,0,8675,1,1
1928,3,0,13835,0,0
1924,3,1,19005,0,0
1928,3,1,11165,0,0
1924,4,1,18505,0,0
1926,4,0,12005,0,0
1928,4,0,0,0,0
1926,4,0,10005,0,0
1924,3,1,2505,1,2
1928,3,1,23005,0,0
1928,4,0,27185,0,0
1928,3,0,22005,0,0
1926,3,1,20005,0,0
1926,4,0,6005,0,0
1924,4,1,21005,0,0
1928,4,0,0,0,0
1928,3,0,10005,0,0
1928,4,0,19005,0,0
1928,4,1,24005,0,0
1928,4,0,9005,0,0
1926,3,0,0,0,0
1924,3,1,11005,0,0
1928,4,0,18005,0,0
1926,4,1,29645,0,0
1924,4,1,17005,0,0
1928,4,1,21325,0,0
1924,3,1,12005,0,0
1928,3,0,7405,0,0
1928,4,0,19245,0,0
1924,3,1,13005,0,0
1928,3,0,0,0,0
1928,4,0,7605,0,0
1924,3,1,0,1,2
1928,4,0,17795,0,0
1924,4,1,18005,0,0
1926,4,1,33005,0,0
1926,4,1,23005,0,0
1928,3,0,0,1,2
1928,4,0,1605,0,0
1924,3,0,20005,0,0
1924,4,0,6765,0,0
1928,3,1,24005,1,1
1924,4,1,0,1,2
1928,4,1,0,0,0
1928,3,0,17005,0,0
1924,3,1,12005,0,0
1928,4,0,36005,0,0
1928,4,0,6765,0,0
1926,4,1,24005,0,0
1924,4,0,8505,0,0
1928,4,0,1905,0,0
1924,4,0,22995,0,0
1926,3,1,21005,0,0
1924,4,1,23405,1,1
1926,4,0,20035,0,0
1928,3,0,40005,0,0
1924,3,0,15005,0,0
1926,4,1,10405,0,0
1928,4,0,33005,0,0
1924,4,1,20005,0,0
1924,4,1,7805,0,0
1928,4,0,15005,0,0
1926,4,1,20025,0,0
1928,3,0,0,0,0
1924,4,1,40635,0,0
1924,4,0,0,1,2
1924,4,0,20005,0,0
1926,4,1,19005,0,0
1924,3,1,0,0,0
1924,3,1,19205,0,0
1926,3,1,35005,0,0
1924,4,0,1305,0,0
1928,4,1,25955,0,0
1926,3,1,20005,0,0
1928,3,0,2205,0,0
1924,4,1,0,1,1
1924,3,1,13005,0,0
1926,4,0,19405,0,0
1924,3,1,0,1,2
1928,3,0,14005,0,0
1924,4,0,11135,0,0
1924,3,0,0,0,0
1926,4,1,16005,0,0
1924,4,1,20005,0,0
1924,3,0,4005,1,1
1926,3,1,0,0,0
1926,4,0,5725,0,0
1926,3,0,10005,0,0
1928,4,1,28405,0,0
1926,4,0,9025,0,0
1928,4,0,6005,0,0
1928,3,0,18005,0,0
1924,4,1,0,1,2
1924,3,0,9695,0,0
1926,4,0,14005,0,0
1928,3,0,9595,0,0
1928,4,0,15005,0,0
1924,4,1,0,1,2
1928,3,0,20885,0,0
1926,4,1,17805,0,0
1924,4,1,7005,1,1
1928,3,0,4685,0,0
1928,4,0,2405,0,0
1924,4,0,0,1,2
1926,4,0,17505,0,0
1924,3,1,385,1,1
1924,3,0,0,1,2
1926,4,0,4805,0,0
1924,3,1,0,1,2
1928,4,0,35705,0,0
1926,4,1,14505,0,0
1924,3,0,4005,0,0
1924,4,1,1805,0,0
1926,4,0,2405,0,0
1928,4,1,0,0,0
1926,3,1,14505,0,0
1928,3,0,0,1,2
1928,3,0,0,0,0
1926,3,0,26005,0,0
1924,4,0,8005,0,0
1928,3,1,14165,1,1
1928,3,1,985,1,2
1924,4,1,28825,0,0
1924,4,1,14435,0,0
1924,3,1,8005,0,0
1928,4,0,20085,0,0
1928,3,0,20005,0,0
1924,4,1,0,1,2
1926,3,0,6005,0,0
1928,4,0,8235,0,0
1928,4,0,0,0,0
1924,4,1,0,0,0
1924,4,1,1005,1,1
1928,4,0,0,0,0
1926,4,0,11505,0,0
1928,4,1,23405,1,1
1924,3,0,0,1,2
1924,3,1,1445,0,0
1928,4,0,0,1,1
1926,4,1,10745,0,0
1924,3,0,3205,0,0
1926,3,0,0,1,1
1928,4,0,19005,0,0
1926,4,1,17095,0,0
1928,4,0,0,1,2
1924,4,1,11245,0,0
1928,3,0,6235,0,0
1926,4,1,0,0,0
1928,4,0,23495,0,0
1928,4,0,20005,0,0
1926,3,1,20805,0,0
1924,3,0,4805,1,1
1928,4,0,0,0,0
1924,3,1,18765,0,0
1926,3,1,33045,0,0
1926,3,1,22005,0,0
1924,3,0,7205,0,0
1924,4,0,5185,1,1
1924,4,1,0,1,2
1924,3,1,17005,0,0
1926,4,1,15005,0,0
1926,4,1,16165,0,0
1928,3,0,0,1,2
1924,4,1,14615,0,0
1926,3,1,21005,0,0
1926,4,1,21005,0,0
1928,4,0,105,0,0
1928,4,1,25005,0,0
1924,3,0,26005,0,0
1928,3,0,2205,1,2
1926,4,1,17505,1,1
1926,4,0,0,1,1
1928,4,1,14005,0,0
1928,4,0,0,0,0
1926,4,0,0,0,0
1924,4,1,0,0,0
1928,3,1,17005,0,0
1924,3,1,0,0,0
1924,4,0,0,1,2
1926,4,1,15085,0,0
1928,3,0,4005,0,0
1924,3,1,0,1,2
1924,4,0,14005,0,0
1928,4,0,10005,0,0
1926,3,1,0,0,0
1924,3,1,35005,0,0
1928,4,0,0,1,2
1926,3,1,15005,0,0
1924,4,1,0,0,0
1926,4,1,17005,0,0
1928,4,1,27835,0,0
1924,3,1,22005,0,0
1926,3,1,21585,0,0
1926,3,1,26005,0,0
1924,4,1,52005,0,0
1928,4,0,0,0,0
1924,4,1,12005,0,0
1928,3,0,22005,0,0
1924,3,1,15005,0,0
1928,3,1,17005,0,0
1924,3,1,10925,0,0
1924,3,1,33005,0,0
1924,4,0,23005,0,0
1924,3,1,0,0,0
1926,3,0,0,1,2
1928,4,1,0,0,0
1928,4,0,0,0,0
1926,3,1,7705,1,1
1926,4,1,19405,0,0
1928,4,0,22005,0,0
1926,3,0,9985,0,0
1924,3,1,9005,0,0
1926,3,1,15005,0,0
1926,3,1,18505,0,0
1924,3,0,3205,1,1
1928,4,0,20005,0,0
1928,3,0,30005,0,0
1926,3,1,21535,0,0
1926,4,1,11955,0,0
1924,3,1,32405,1,2
1928,3,1,45005,1,1
1928,3,0,25505,0,0
1924,4,1,18005,0,0
1928,3,0,5005,0,0
1926,4,1,31705,0,0
1928,3,0,39005,0,0
1928,4,1,26695,0,0
1926,4,1,9005,0,0
1926,3,1,12965,0,0
1926,3,1,0,0,0
1924,3,1,0,1,1
1928,3,0,10855,0,0
1928,3,0,26005,1,1
1924,4,1,15005,0,0
1926,3,0,10005,0,0
1926,3,1,0,0,0
1928,4,1,26105,0,0
1926,3,1,23005,0,0
1926,3,1,1255,0,0
1924,4,0,12255,0,0
1924,4,0,3765,0,0
1926,3,1,23655,0,0
1928,4,1,9625,1,1
1924,4,0,14005,0,0
1924,4,0,0,0,0
1926,4,0,0,1,2
1924,4,0,7005,0,0
1926,3,1,0,1,2
1926,4,1,17505,0,0
1924,4,1,12005,0,0
1926,4,1,16005,0,0
1926,3,1,18005,0,0
1928,3,1,0,0,0
1928,3,1,17005,0,0
1926,3,0,15605,0,0
1926,3,0,0,0,0
1928,4,0,20215,0,0
1926,3,0,0,1,2
1924,4,0,11005,0,0
1926,3,0,0,1,2
1926,4,1,9005,0,0
1924,3,1,0,0,0
1928,4,1,30965,0,0
1926,3,1,0,1,2
1928,3,1,22005,0,0
1924,4,0,29005,0,0
1924,3,1,0,0,0
1924,3,0,20005,0,0
1924,4,0,1055,0,0
1924,4,1,18205,0,0
1924,3,1,23005,0,0
1928,4,0,11965,0,0
1924,3,1,17015,0,0
1928,3,0,13995,0,0
1926,4,1,8505,0,0
1924,4,1,30235,0,0
1928,3,1,0,1,2
1926,3,1,11095,0,0
1928,4,1,18455,0,0
1928,3,1,20005,0,0
1926,4,1,22205,0,0
1924,3,1,21395,0,0
1924,3,0,1505,0,0
1926,3,1,26005,0,0
1928,4,0,0,0,0
1924,4,1,5005,0,0
1928,4,1,17005,0,0
1926,4,1,54005,0,0
1928,3,0,0,0,0
1926,3,1,17005,0,0
1928,4,0,0,1,2
1928,3,0,40045,0,0
1926,3,1,0,0,0
1928,3,1,14005,0,0
1926,3,1,10555,1,1
1928,4,0,16025,0,0
1924,3,0,10905,0,0
1926,3,0,25005,0,0
1926,3,1,8045,0,0
1924,4,1,11005,0,0
1928,4,0,0,0,0
1924,3,1,16005,1,1
1926,4,1,21255,0,0
1928,4,0,28005,0,0
1928,3,0,0,0,0
1926,4,0,16005,0,0
1928,4,0,15085,0,0
1926,4,1,22365,1,1
1926,3,1,30685,0,0
1926,4,1,30005,0,0
1928,4,0,23505,0,0
1924,3,0,9605,0,0
1924,3,0,10805,0,0
1926,3,0,0,0,0
1924,4,0,9605,0,0
1928,3,0,0,0,0
1926,3,1,25005,0,0
1928,3,1,75000,0,0
1926,3,1,0,1,1
1928,3,0,17005,0,0
1928,3,0,3775,0,0
1926,4,0,8855,0,0
1928,3,0,10005,1,2
1924,3,1,0,0,0
1926,4,1,0,1,2
1926,4,1,0,1,2
1926,3,1,52005,0,0
1924,4,0,13005,0,0
1924,3,1,0,1,2
1926,3,1,0,1,2
1928,4,0,2505,1,1
1928,3,0,14505,0,0
1928,3,1,28505,0,0
1928,3,1,0,1,2
1928,3,0,16005,0,0
1926,3,1,3605,0,0
1924,4,1,0,0,0
1926,4,1,0,0,0
1926,3,0,0,0,0
1926,3,0,0,0,0
1924,3,0,0,0,0
1924,4,1,32005,0,0
1926,4,1,1995,0,0
1926,4,1,10005,0,0
1924,4,0,0,0,0
1926,3,1,0,0,0
1924,4,0,0,1,1
1924,4,0,0,0,0
1926,4,1,14005,0,0
1924,4,1,0,0,0
1924,4,0,0,0,0
1926,4,1,10805,0,0
1928,4,0,0,0,0
1928,3,1,34315,0,0
1928,4,1,15005,0,0
1928,3,0,0,0,0
1928,4,0,0,0,0
1928,4,0,8175,0,0
1928,4,0,6005,1,1
1926,3,1,0,0,0
1924,4,0,4505,0,0
1928,4,0,0,0,0
1928,4,0,0,0,0
1928,3,0,0,0,0
1928,4,0,0,1,2
1924,4,0,1205,0,0
1926,3,1,0,0,0
1924,3,1,0,0,0
1928,4,0,16005,0,0
1924,3,1,20005,0,0
1926,4,0,0,1,1
1928,3,0,0,0,0
1924,4,1,19045,0,0
1924,4,1,2885,0,0
1926,4,0,4085,0,0
1924,4,1,11005,0,0
1924,4,0,0,0,0
1928,3,0,0,1,2
1924,4,0,16185,0,0
1926,3,0,0,1,1
1928,4,0,15505,0,0
1926,4,0,0,0,0
1924,3,0,0,1,2
1926,4,1,27005,0,0
1926,4,1,0,0,0
1926,3,1,11005,0,0
1924,4,1,10005,1,1
1928,3,0,18005,0,0
1926,3,0,11005,0,0
1928,4,0,5005,0,0
1928,3,0,15005,0,0
1924,3,0,0,0,0
1926,3,0,0,0,0
1924,3,1,12005,0,0
1926,3,0,1705,0,0
1926,3,0,14005,0,0
1928,3,0,30005,0,0
1924,3,0,10005,0,0
1928,4,0,0,0,0
1924,3,1,22505,0,0
1924,3,1,0,0,0
1924,3,0,805,0,0
1928,3,0,0,0,0
1924,3,1,2905,0,0
1926,3,1,4805,0,0
1926,4,1,25005,0,0
1928,4,0,0,0,0
1924,3,0,0,0,0
1926,3,1,0,1,1
1926,3,1,13005,0,0
1926,3,1,0,0,0
1928,3,0,25005,0,0
1928,3,0,6005,0,0
1926,3,0,0,0,0
1924,3,0,20605,0,0
1926,4,0,10805,1,1
1928,4,0,3495,1,2
1924,3,1,41805,0,0
1924,3,0,16505,0,0
1926,4,1,0,0,0
1924,4,0,0,0,0
1926,3,1,14045,0,0
1924,4,0,20005,0,0
1924,4,1,12005,0,0
1924,4,0,18505,0,0
1924,4,1,4685,0,0
1928,4,1,18005,0,0
1924,4,1,0,0,0
1924,4,0,15005,0,0
1926,3,1,22005,0,0
1928,4,0,28705,1,1
1924,4,1,0,0,0
1924,3,0,0,1,1
1924,3,1,23005,0,0
1924,3,0,25505,0,0
1928,3,1,24865,0,0
1926,3,1,25005,1,1
1928,4,1,12005,0,0
1926,3,1,15005,0,0
1928,4,0,2785,1,1
1928,3,0,26005,0,0
1926,3,1,19645,0,0
1924,4,1,0,1,2
1926,3,0,0,1,2
1928,3,0,18005,0,0
1928,3,0,22005,0,0
1924,3,1,11005,0,0
1926,4,1,68005,0,0
1926,3,1,0,0,0
1924,3,1,30005,0,0
1924,3,0,26005,0,0
1924,4,1,20785,0,0
1926,3,1,16205,0,0
1928,4,1,20805,0,0
1924,3,1,15005,0,0
1928,4,0,21905,0,0
1928,3,0,22005,0,0
1928,4,0,12005,0,0
1926,4,1,2005,0,0
1928,3,0,75000,0,0
1926,3,1,14405,0,0
1924,3,1,0,0,0
1928,3,0,0,1,1
1928,4,0,0,0,0
1926,3,0,0,0,0
1926,3,1,0,0,0
1928,4,0,0,0,0
1926,4,1,0,0,0
1926,3,1,21005,0,0
1926,3,0,3005,0,0
1926,3,1,3435,0,0
1924,3,1,13505,0,0
1926,3,1,12005,0,0
1926,4,0,17005,0,0
1928,4,0,0,0,0
1924,4,0,0,1,1
1928,3,0,0,0,0
1928,4,0,0,0,0
1926,4,1,0,0,0
1924,4,1,4485,0,0
1928,3,0,0,0,0
1928,3,0,0,0,0
1924,3,1,0,0,0
1928,3,0,11005,0,0
1924,3,1,16005,0,0
1928,3,0,0,0,0
1928,4,0,0,0,0
1924,4,0,0,0,0
1928,4,0,0,0,0
1926,4,1,7005,0,0
1928,3,0,0,0,0
1924,3,1,0,1,1
1926,3,0,0,1,2
1924,3,0,0,0,0
1926,4,1,12005,0,0
1928,4,1,34005,0,0
1928,3,1,16075,0,0
1926,4,0,0,1,1
1924,4,0,5695,0,0
1926,3,0,0,1,1
1926,3,1,18005,0,0
1928,3,0,0,1,1
1928,3,0,175,1,1
1924,3,1,20005,1,1
1926,3,1,0,1,2
1924,3,0,345,1,1
1928,4,0,0,0,0
1928,3,0,0,0,0
1926,4,1,0,0,0
1928,4,0,30995,0,0
1924,4,1,16005,0,0
1928,3,0,0,1,2
1926,4,1,13005,0,0
1928,3,1,26005,0,0
1928,3,1,0,1,2
1926,4,1,13005,0,0
1924,4,1,14405,0,0
1926,3,1,12005,0,0
1924,4,1,0,1,1
1928,3,0,1005,0,0
1924,4,0,285,1,1
1924,4,0,0,0,0
1924,3,0,1305,0,0
1926,3,1,5005,0,0
1926,4,0,0,1,2
1926,3,0,24005,0,0
1926,3,0,9045,1,1
1928,3,1,13005,0,0
1924,4,1,39005,0,0
1926,3,1,12005,0,0
1928,4,1,13045,0,0
1924,3,0,16005,0,0
1924,4,1,22505,0,0
1928,3,1,15905,0,0
1926,4,0,6505,0,0
1924,3,1,22005,0,0
1924,4,0,9005,0,0
1926,3,0,0,1,2
1924,3,1,21005,0,0
1924,3,1,16005,0,0
1926,4,1,30175,1,1
1928,4,0,1175,0,0
1926,4,1,10925,1,1
1926,3,1,21005,0,0
1924,3,1,18005,0,0
1926,3,1,25005,0,0
1928,3,0,28005,0,0
1926,3,1,24005,0,0
1924,3,1,24005,0,0
1926,3,1,28135,0,0
1928,4,0,20005,0,0
1928,4,0,0,0,0
1926,3,1,0,0,0
1928,3,0,2005,1,1
1926,3,1,10005,0,0
1924,4,1,22905,0,0
1924,3,1,10805,0,0
1924,4,1,34165,0,0
1926,4,0,6205,0,0
1926,3,0,0,1,2
1924,3,1,10005,0,0
1928,3,0,0,0,0
1926,3,0,60005,0,0
1924,3,0,5705,0,0
1928,3,0,28355,0,0
1928,3,0,13005,0,0
1928,3,0,14775,0,0
1926,4,1,15005,0,0
1926,4,0,30505,0,0
1928,3,0,26005,0,0
1926,4,0,3615,1,1
1924,4,1,0,0,0
1926,3,1,30005,1,1
1924,4,0,0,0,0
1928,3,0,9005,0,0
1928,4,0,32005,0,0
1928,3,1,27715,0,0
1926,4,1,14205,0,0
1928,3,0,4505,0,0
1928,4,0,11505,0,0
1926,3,0,0,0,0
1926,4,1,20805,0,0
1924,4,0,0,0,0
1926,3,0,22005,0,0
1928,3,0,11805,0,0
1926,3,1,30005,0,0
1926,3,0,0,1,1
1924,4,1,0,0,0
1926,3,0,0,0,0
1926,3,1,35185,0,0
1926,4,1,7205,0,0
1924,3,1,455,1,1
1924,4,1,29645,0,0
1924,4,0,15005,0,0
1924,3,1,15005,0,0
1924,3,1,18005,0,0
1924,4,0,16005,0,0
1928,3,1,11465,0,0
1928,4,0,6535,0,0
1926,4,1,23335,0,0
1924,4,1,12005,0,0
1926,3,1,22055,0,0
1928,3,0,10005,0,0
1924,4,0,0,1,2
1924,4,1,20105,0,0
1924,4,1,12005,0,0
1924,4,1,75000,0,0
1926,4,1,38155,0,0
1926,3,1,18205,1,1
1926,4,1,20005,0,0
1928,3,0,22365,0,0
1924,3,0,11005,0,0
1924,4,1,37005,0,0
1924,3,1,22005,0,0
