birthyr,birthqtr,vetwwii,incwage,disabwrk1,disabwrk2
1924,3,0,60005,0,0
1924,3,0,0,0,0
1926,4,0,38005,0,0
1926,3,0,39005,0,0
1928,3,0,30005,0,0
1926,4,0,6845,0,0
1924,4,1,23005,0,0
1928,4,0,0,0,0
1924,3,0,0,0,0
1924,4,1,0,0,0
1928,4,0,19955,0,0
1926,4,0,0,1,2
1926,4,1,24005,0,0
1926,4,1,3205,0,0
1924,4,1,21785,0,0
1928,4,1,13245,1,1
1928,4,0,40005,0,0
1924,3,1,16955,0,0
1926,3,1,24005,0,0
1928,3,0,8005,0,0
1926,4,0,0,1,2
1926,4,1,0,0,0
1924,4,1,0,0,0
1926,4,1,23005,0,0
1926,4,1,15005,0,0
1928,4,0,0,1,2
1924,3,1,44775,0,0
1928,3,0,40005,0,0
1924,4,1,40005,0,0
1926,3,0,28005,0,0
1928,3,0,20005,0,0
1928,3,1,0,1,1
1926,3,1,12315,0,0
1926,4,0,7205,0,0
1928,3,1,43005,0,0
1924,3,1,32005,0,0
1928,3,0,10255,0,0
1928,3,0,25005,0,0
1924,3,1,30005,0,0
1924,4,0,18505,0,0
1924,4,1,20005,0,0
1928,4,0,40005,0,0
1928,4,0,0,0,0
1924,4,1,23005,0,0
1928,4,0,8755,0,0
1926,3,1,25005,0,0
1926,4,1,23505,0,0
1926,4,0,22005,0,0
1924,3,1,0,0,0
1926,3,1,16125,0,0
1924,4,1,75000,0,0
1928,3,0,16005,0,0
1926,3,1,19205,0,0
1926,4,1,26405,0,0
1924,4,1,25005,0,0
1928,4,0,6005,0,0
1926,3,1,27005,0,0
1924,4,1,0,0,0
1926,4,0,15005,0,0
1928,4,1,0,0,0
1928,4,0,17165,1,1
1928,4,1,0,1,2
1926,4,1,0,1,2
1924,4,1,18875,1,1
1924,3,1,0,1,2
1926,4,1,42005,0,0
1928,3,1,20285,0,0
1924,4,1,17005,0,0
1926,4,1,17165,0,0
1928,3,1,38005,0,0
1928,3,0,13165,0,0
1926,4,0,0,1,2
1924,3,1,5605,1,1
1926,4,0,15005,0,0
1924,3,1,0,1,2
1928,3,1,22005,0,0
1924,3,0,22425,0,0
1928,3,0,40005,0,0
1926,3,0,0,0,0
1928,4,1,26005,0,0
1926,3,1,26695,0,0
1928,4,0,19385,0,0
1926,4,1,24005,0,0
1926,4,0,10585,0,0
1926,4,1,0,0,0
1928,4,0,26005,0,0
1924,3,1,18505,0,0
1926,4,1,31205,0,0
1928,4,0,0,1,1
1928,4,0,21005,0,0
1926,4,0,9995,0,0
1926,4,0,17005,0,0
1928,3,0,0,1,1
1924,3,0,24505,0,0
1928,3,0,3005,0,0
1924,4,1,12005,1,1
1926,3,1,21255,0,0
1924,4,1,17505,0,0
1924,3,1,6605,0,0
1926,3,1,25005,0,0
1926,3,1,0,0,0
1926,4,1,22005,0,0
1928,3,1,21505,0,0
1928,4,0,15005,0,0
1926,3,1,50005,0,0
1928,3,1,32005,0,0
1924,4,1,0,1,2
1924,4,0,18005,0,0
1926,3,1,605,0,0
1926,3,1,25005,0,0
1928,4,0,0,0,0
1928,4,0,65005,0,0
1928,4,0,20005,0,0
1924,3,1,39005,0,0
1928,3,0,2505,0,0
1928,4,0,25005,0,0
1926,4,0,18205,0,0
1926,3,0,27005,0,0
1924,3,1,34005,0,0
1924,4,1,30005,1,1
1928,3,1,14505,0,0
1924,3,0,8005,0,0
1926,3,0,0,1,2
1924,3,1,25005,0,0
1926,4,1,75000,0,0
1926,3,1,0,1,1
1924,4,1,12005,0,0
1926,3,1,19015,0,0
1926,3,1,14005,0,0
1928,3,1,5005,0,0
1924,4,0,18005,1,1
1926,4,0,20285,1,1
1924,3,1,11005,0,0
1928,3,1,0,0,0
1926,3,1,3305,0,0
1928,3,0,16125,0,0
1926,3,0,6705,0,0
1926,3,1,62745,0,0
1924,4,1,2555,1,2
1924,4,1,30005,0,0
1928,4,0,12005,0,0
1924,4,1,0,1,1
1926,3,0,19245,0,0
1928,4,0,15505,0,0
1924,3,0,7005,0,0
1924,3,0,22505,0,0
1928,4,0,0,0,0
1924,3,1,0,0,0
1924,3,1,26705,0,0
1928,3,1,17005,0,0
1928,4,0,34425,0,0
1928,3,1,26585,0,0
1926,3,0,50985,0,0
1926,3,1,11005,0,0
1928,4,1,29005,0,0
1926,3,1,16775,0,0
1924,4,0,22505,0,0
1924,4,1,18005,0,0
1928,4,0,75000,0,0
1924,3,1,0,1,2
1926,3,0,14695,0,0
1928,4,1,22005,0,0
1928,4,0,25455,0,0
1926,4,1,16405,0,0
1924,4,0,5005,0,0
1924,3,0,20805,0,0
1928,3,0,18105,1,1
1928,3,1,19005,0,0
1926,4,1,20005,0,0
1926,4,1,0,0,0
1928,4,0,9005,0,0
1924,3,1,18005,0,0
1924,4,1,25005,0,0
1924,4,1,28945,0,0
1926,4,0,75000,0,0
1924,3,1,75000,0,0
1928,3,0,15005,0,0
1928,4,0,31405,0,0
1926,3,0,205,0,0
1926,3,1,31905,0,0
1924,4,0,13505,0,0
1924,4,0,17005,0,0
1928,4,0,60005,0,0
1924,3,1,14005,0,0
1924,3,0,3005,0,0
1926,4,0,0,0,0
1928,4,0,18005,0,0
1924,3,0,2875,1,1
1924,3,1,14005,0,0
1926,4,0,35,0,0
1924,3,1,20005,0,0
1926,4,0,25005,0,0
1926,3,0,25005,0,0
1928,4,0,25005,0,0
1928,4,0,31505,0,0
1928,3,1,12005,0,0
1924,3,1,0,1,2
1926,4,1,21485,0,0
1926,4,1,10925,0,0
1928,3,1,17905,0,0
1926,4,1,17005,0,0
1926,4,1,23005,0,0
1924,4,0,6005,0,0
1924,3,0,18005,0,0
1928,4,0,20005,0,0
1924,4,0,0,1,2
1924,4,1,36005,0,0
1926,3,1,26005,0,0
1926,3,0,30605,0,0
1924,4,1,8805,0,0
1924,3,1,12005,0,0
1924,4,0,15745,0,0
1926,3,0,18205,0,0
1924,4,0,35005,0,0
1926,3,1,14005,0,0
1924,3,0,21155,0,0
1924,3,0,525,0,0
1926,4,0,18005,0,0
1924,3,1,11005,0,0
1926,3,0,17205,0,0
1928,4,0,0,1,2
1926,3,1,21055,0,0
1928,4,1,28005,0,0
1924,3,1,0,0,0
1926,3,1,21005,0,0
1926,4,1,21005,0,0
1928,4,0,0,1,2
1926,3,0,32005,0,0
1926,3,0,0,1,2
1928,4,0,10005,0,0
1924,4,1,11005,0,0
1924,4,1,18005,0,0
1924,4,1,0,1,1
1928,4,0,1295,1,1
1928,3,0,20405,0,0
1926,4,1,31675,0,0
1926,4,1,15005,0,0
1926,4,0,0,1,2
1926,4,1,33015,0,0
1926,3,1,32765,0,0
1926,4,1,27705,0,0
1924,3,1,21005,0,0
1926,4,1,14505,0,0
1926,4,1,15005,0,0
1928,3,0,0,0,0
1928,4,0,21045,0,0
1924,3,1,0,0,0
1924,3,1,16035,0,0
1924,4,1,25005,0,0
1926,4,0,15005,0,0
1928,4,0,14445,0,0
1926,3,0,18705,0,0
1926,3,1,15005,0,0
1928,4,1,15085,0,0
1928,3,0,33135,0,0
1928,3,0,30005,0,0
1926,3,1,0,1,2
1924,3,1,20595,0,0
1924,3,1,0,1,1
1926,4,0,41005,0,0
1924,3,1,21005,0,0
1924,3,1,17505,0,0
1924,3,1,26005,0,0
1928,4,0,0,0,0
1924,4,0,51205,0,0
1924,4,1,0,0,0
1924,3,0,13425,0,0
1926,4,1,10385,0,0
1926,4,1,20005,0,0
1928,4,0,17805,0,0
1926,3,1,2375,1,2
1924,3,0,16005,0,0
1926,3,1,0,0,0
1926,3,1,6305,1,2
1924,4,1,9005,0,0
1926,3,1,30005,0,0
1926,3,1,34005,0,0
1928,4,1,0,0,0
1924,3,0,27005,0,0
1928,4,0,28005,0,0
1928,3,0,14005,0,0
1924,3,1,0,0,0
1928,3,0,30005,0,0
1928,4,0,22905,0,0
1928,3,0,10505,0,0
1924,4,0,23005,0,0
1926,3,1,0,0,0
1928,4,0,23975,0,0
1926,4,1,26675,0,0
1924,4,1,14005,0,0
1924,4,1,30625,0,0
1924,3,1,50395,0,0
1926,3,0,1385,0,0
1926,3,1,20285,0,0
1924,4,1,7005,0,0
1924,3,1,6575,1,1
1924,4,0,20285,0,0
1924,4,1,0,1,1
1928,4,0,0,0,0
1924,3,1,45005,0,0
1926,3,1,35005,0,0
1928,4,0,24005,0,0
1926,4,1,6005,0,0
1926,4,1,8005,0,0
1924,3,1,70005,0,0
1926,3,1,18205,0,0
1928,4,0,1505,1,1
1924,3,1,0,0,0
1926,3,1,0,1,1
1924,3,1,20005,0,0
1926,3,1,25005,0,0
1928,4,0,0,0,0
1924,3,1,10005,0,0
1926,3,1,26505,0,0
1928,3,0,15555,0,0
1928,3,1,16005,0,0
1928,3,0,75000,0,0
1924,4,0,20005,0,0
1924,3,1,11725,0,0
1928,3,0,18925,0,0
1928,4,1,26525,0,0
1924,3,0,10005,0,0
1928,3,1,0,0,0
1926,3,1,13365,0,0
1924,4,0,34005,0,0
1928,3,0,31005,0,0
1926,4,1,28005,0,0
1928,3,0,12005,0,0
1928,4,1,0,0,0
1924,4,1,26795,0,0
1928,3,0,21135,0,0
1924,3,1,10005,0,0
1924,4,1,10805,0,0
1928,3,0,20285,0,0
1928,3,0,24005,0,0
1928,3,1,0,1,2
1924,3,1,15495,0,0
1924,4,1,0,0,0
1926,4,1,15405,0,0
1928,4,0,22505,0,0
1924,3,0,26005,0,0
1928,3,0,17765,0,0
1924,4,1,37385,0,0
1928,3,0,12405,0,0
1926,3,0,19245,0,0
1924,3,1,18185,0,0
1926,4,0,29645,0,0
1928,3,1,26405,0,0
1924,4,0,14405,0,0
1928,3,0,22505,0,0
1928,3,0,15085,0,0
1924,3,0,45005,0,0
1926,4,1,20975,0,0
1924,3,0,11005,0,0
1928,3,0,20005,1,1
1928,3,0,14045,0,0
1924,3,1,12005,0,0
1924,3,1,30005,0,0
1928,3,0,22005,0,0
1926,3,1,24005,0,0
1926,4,1,0,0,0
1924,3,1,22005,0,0
1928,3,1,31135,0,0
1924,3,1,0,0,0
1928,3,0,17665,0,0
1926,4,1,0,1,2
1926,4,0,20005,1,2
1924,3,0,18005,0,0
1924,4,1,26005,0,0
1924,4,1,49005,0,0
1924,3,1,75000,0,0
1926,4,0,9805,0,0
1926,4,0,18005,0,0
1928,3,0,29875,0,0
1928,3,0,34005,0,0
1928,3,0,0,0,0
1928,3,1,30005,0,0
1928,3,1,8505,0,0
1926,4,1,0,0,0
1928,4,1,23705,0,0
1926,3,0,0,1,2
1926,4,1,9005,0,0
1926,3,1,40045,0,0
1924,4,1,52665,0,0
1924,4,1,50005,0,0
1926,4,1,0,0,0
1924,4,0,0,1,2
1924,3,1,31445,0,0
1928,4,1,8775,0,0
1924,4,0,9005,0,0
1926,3,1,0,0,0
1924,3,1,0,1,1
1928,4,0,21005,0,0
1926,4,1,30005,0,0
1928,3,0,15465,0,0
1928,3,0,15845,0,0
1924,3,1,21055,0,0
1928,3,1,0,0,0
1926,4,1,17295,0,0
1928,3,0,64005,0,0
1924,3,1,35005,0,0
1926,3,0,0,1,2
1928,4,0,11005,0,0
1926,4,0,6965,0,0
1926,3,1,21005,0,0
1926,3,0,15005,0,0
1926,3,1,0,1,2
1924,3,1,13005,0,0
1924,4,1,18505,0,0
1926,4,0,12645,0,0
1928,4,0,22005,0,0
1926,3,1,14005,0,0
1926,4,1,2605,1,1
1926,3,1,22005,0,0
1928,4,0,9805,0,0
1928,3,0,13905,0,0
1924,4,1,23005,0,0
1928,4,0,965,0,0
1926,3,1,0,0,0
1924,3,1,16005,0,0
1924,3,1,16215,0,0
1924,4,1,35375,0,0
1926,3,0,0,1,2
1924,3,1,225,1,1
1926,4,0,5105,0,0
1928,4,1,16745,0,0
1928,3,1,23265,0,0
1924,3,1,16215,0,0
1928,3,0,20005,0,0
1924,3,0,0,0,0
1928,4,0,14045,0,0
1926,3,1,9005,0,0
1924,3,1,75000,0,0
1926,4,1,22715,0,0
1928,3,0,23005,0,0
1926,3,0,32005,0,0
1924,4,1,16305,0,0
1926,3,0,28005,0,0
1926,3,1,19205,0,0
1926,3,1,0,0,0
1926,4,0,0,0,0
1926,3,1,75000,0,0
1926,4,1,0,0,0
1928,3,0,75000,0,0
1926,4,1,49005,0,0
1928,3,1,75000,0,0
1924,4,0,6765,0,0
1928,3,1,23405,0,0
1924,3,1,12005,1,1
1928,4,0,0,1,2
1924,3,1,12005,0,0
1928,3,1,7795,1,2
1928,4,1,21005,0,0
1926,4,1,33005,0,0
1928,4,0,20005,0,0
1928,3,1,31005,0,0
1928,3,0,39305,0,0
1924,4,1,37815,0,0
1926,4,1,16555,0,0
1928,3,0,12005,0,0
1928,4,0,0,0,0
1928,4,0,28005,0,0
1928,4,1,12325,0,0
1928,4,0,19005,0,0
1924,3,1,19005,0,0
1924,3,1,24005,0,0
1928,3,0,31505,0,0
1924,4,1,21005,0,0
1928,3,0,22505,0,0
1926,3,1,23905,0,0
1926,3,0,15055,1,1
1928,4,0,34005,0,0
1926,4,1,0,0,0
1928,4,0,15005,0,0
1924,4,1,28505,0,0
1924,4,0,38625,0,0
1926,3,1,26475,0,0
1926,3,1,28825,0,0
1928,3,0,22705,0,0
1924,4,0,0,1,2
1928,3,0,19005,0,0
1926,3,0,9005,0,0
1928,3,1,30005,0,0
1924,4,1,0,1,2
1926,3,0,39005,0,0
1928,3,1,15605,0,0
1924,4,1,0,0,0
1928,3,1,22005,0,0
1926,3,0,5875,0,0
1928,4,1,10305,0,0
1926,3,0,21005,0,0
1924,4,0,5005,0,0
1928,4,0,18005,0,0
1926,4,1,13305,0,0
1924,3,0,8685,0,0
1924,3,1,23005,0,0
1928,4,0,17635,0,0
1926,3,0,15005,0,0
1926,3,1,10755,0,0
1924,3,1,0,1,2
1926,3,1,23005,1,1
1924,3,1,26005,0,0
1924,3,1,29045,0,0
1924,4,1,34005,0,0
1924,3,0,0,1,2
1928,3,0,20805,0,0
1926,3,0,17005,0,0
1926,3,1,0,0,0
1928,4,0,14075,0,0
1926,3,0,48005,0,0
1928,4,0,31765,0,0
1924,3,0,19245,0,0
1928,3,1,0,0,0
1926,4,0,6005,0,0
1924,3,1,19085,0,0
1926,3,1,23505,0,0
1926,3,1,22005,0,0
1924,3,0,0,1,2
1924,3,0,8005,0,0
1924,3,0,26005,0,0
1928,3,1,10005,0,0
1924,3,0,21975,0,0
1924,4,0,0,0,0
1926,4,1,16505,0,0
1926,3,0,14135,0,0
1926,4,1,4025,0,0
1926,4,0,18405,0,0
1924,3,1,21155,0,0
1928,3,0,54805,0,0
1926,3,0,11965,0,0
1924,4,1,3065,0,0
1928,3,0,25005,0,0
1928,3,1,11005,0,0
1926,4,1,30005,1,1
1928,3,1,15535,0,0
1926,4,0,20005,0,0
1924,3,1,15005,0,0
1926,3,0,17355,0,0
1926,4,1,0,0,0
1926,3,1,75000,0,0
1926,3,0,11005,0,0
1926,4,1,1505,1,1
1924,3,1,0,0,0
1926,4,1,20285,0,0
1928,3,0,57005,0,0
1928,3,0,28005,0,0
1926,4,1,28005,0,0
1928,3,0,19005,0,0
1928,4,0,0,0,0
1926,4,1,41005,0,0
1928,3,0,0,0,0
1924,4,1,6725,0,0
1924,4,1,0,0,0
1926,3,0,0,0,0
1928,3,0,25005,0,0
1926,3,1,29645,1,1
1928,3,0,21005,0,0
1926,3,0,23405,0,0
1928,3,1,6005,1,2
1928,3,0,25835,0,0
1928,3,0,15605,0,0
1928,4,0,14005,0,0
1926,3,0,25005,0,0
1926,3,0,16005,0,0
1924,3,1,0,1,1
1928,3,0,21995,0,0
1924,3,1,12005,0,0
1924,4,1,0,0,0
1924,3,0,16925,0,0
1924,4,1,24005,0,0
1928,4,0,0,0,0
1924,3,1,0,1,2
1928,3,0,33995,0,0
1924,4,1,21175,0,0
1928,4,0,15605,0,0
1924,3,1,20785,0,0
1926,3,1,13505,0,0
1924,4,1,34625,0,0
1926,4,0,0,0,0
1924,3,0,24005,0,0
1926,3,1,2005,0,0
1928,4,1,14005,1,1
1928,3,0,13315,0,0
1924,4,1,18745,0,0
1924,3,1,45005,0,0
1926,4,1,12005,0,0
1924,4,0,22005,0,0
1926,3,0,27005,0,0
1928,3,0,14005,0,0
1928,3,0,35005,0,0
1924,4,0,0,1,2
1926,4,1,24005,0,0
1926,3,0,0,0,0
1926,3,0,0,0,0
1926,4,1,16785,0,0
1928,4,0,28005,0,0
1924,4,1,11505,0,0
1928,4,1,47075,0,0
1926,4,1,6005,0,0
1924,3,1,25005,0,0
1928,3,0,8505,1,1
1928,4,0,15005,0,0
1924,3,1,20005,0,0
1928,4,0,4125,0,0
1924,3,1,30005,0,0
1926,4,0,35005,0,0
1926,4,1,13005,0,0
1928,4,0,14005,1,1
1924,3,1,0,0,0
1928,4,0,30005,0,0
1928,3,1,25005,0,0
1928,4,1,48005,0,0
1924,3,1,18815,0,0
1924,4,1,21005,0,0
1926,4,1,15005,0,0
1928,4,0,9005,0,0
1928,3,0,20005,0,0
1928,4,0,22705,0,0
1926,3,0,12485,0,0
1928,3,0,27955,0,0
1924,4,1,17995,0,0
1924,4,1,0,1,2
1928,4,0,85,0,0
1928,3,0,0,1,2
1926,3,1,32055,0,0
1928,3,0,12915,0,0
1924,4,1,0,0,0
1924,3,0,9505,0,0
1928,3,0,28005,0,0
1928,4,0,29615,0,0
1926,4,1,25005,0,0
1928,4,1,10005,0,0
1926,4,1,31775,0,0
1924,3,0,18005,0,0
1926,4,1,20005,0,0
1926,3,0,2305,0,0
1926,3,0,5005,0,0
1926,4,0,18005,0,0
1928,4,0,17045,0,0
1928,3,0,28005,0,0
1926,3,1,25005,0,0
1926,3,1,28005,0,0
1924,3,0,0,1,1
1924,3,1,1545,1,1
1926,3,0,75000,0,0
1926,3,0,17005,0,0
1928,4,0,13005,0,0
1926,3,1,22015,0,0
1924,4,1,0,1,2
1926,3,1,0,0,0
1926,3,1,15005,0,0
1924,4,1,8575,1,1
1924,3,0,20505,0,0
1928,4,0,11875,0,0
1926,3,1,34005,0,0
1926,4,1,20005,0,0
1924,4,0,75000,0,0
1926,3,1,30005,0,0
1926,3,0,0,1,1
1928,3,0,14405,0,0
1924,3,0,8005,0,0
1924,3,1,0,1,2
1926,3,1,20005,0,0
1928,3,0,6005,1,1
1924,3,0,0,0,0
1928,3,0,0,0,0
1928,4,1,41225,0,0
1924,4,1,15005,1,1
1924,3,1,16125,0,0
1928,4,0,34005,0,0
1926,3,1,20285,0,0
1926,3,1,29405,0,0
1926,4,0,15515,0,0
1928,3,0,38005,0,0
1926,4,0,25105,0,0
1924,3,1,48005,0,0
1926,4,1,0,0,0
1928,4,0,9005,0,0
1926,4,0,23205,1,1
1924,4,1,38645,0,0
1926,4,0,0,0,0
1926,3,1,47505,0,0
1928,4,0,0,0,0
1926,3,1,205,1,1
1928,4,0,27005,0,0
1928,3,1,25005,0,0
1924,4,1,11005,0,0
1926,3,0,15485,1,1
1928,4,0,24405,0,0
1924,3,1,0,1,2
1926,4,0,12055,0,0
1928,3,1,17005,0,0
1928,3,1,32005,0,0
1926,4,1,38605,0,0
1928,3,0,44105,0,0
1924,3,1,21005,0,0
1926,3,1,24275,0,0
1926,3,1,25005,0,0
1926,3,1,17005,0,0
1928,4,0,24005,0,0
1926,3,1,0,1,2
1924,3,1,5005,1,1
1928,3,0,23005,0,0
1924,4,1,18005,0,0
1924,3,1,60005,0,0
1928,3,0,16245,0,0
1928,3,0,25405,0,0
1924,3,1,27095,0,0
1928,4,1,8005,0,0
1924,3,0,9005,0,0
1928,3,0,41405,0,0
1924,3,1,15005,0,0
1926,4,1,20005,0,0
1926,3,1,20285,0,0
1928,4,0,7805,0,0
1928,3,1,48005,0,0
1924,4,1,11515,0,0
1926,3,1,0,1,2
1924,4,1,25005,0,0
1926,3,1,0,0,0
1926,4,0,21845,0,0
1926,3,1,14005,0,0
1926,4,1,10205,0,0
1926,4,1,29645,0,0
1926,3,1,1805,0,0
1924,4,1,0,1,2
1926,3,1,8005,0,0
1928,3,1,25005,0,0
1926,4,0,29645,0,0
1924,3,1,26005,0,0
1926,3,0,30005,0,0
1928,3,0,28005,0,0
1928,4,1,20005,0,0
1924,4,1,0,0,0
1926,4,0,8005,0,0
1924,3,1,37255,0,0
1924,3,1,28005,1,1
1926,4,1,0,0,0
1928,4,0,25005,0,0
1928,4,1,23005,0,0
1926,3,0,15005,0,0
1924,3,0,20905,0,0
1926,3,1,32605,0,0
1928,4,0,22415,0,0
1928,3,0,32005,0,0
1928,4,0,0,0,0
1924,4,1,30005,0,0
1924,4,1,30005,0,0
1924,4,1,30005,0,0
1928,4,0,30005,0,0
1924,3,1,0,0,0
1928,3,0,49005,0,0
1924,4,1,11005,0,0
1926,4,0,30665,0,0
1928,3,1,20005,0,0
1928,3,0,25005,0,0
1924,4,1,60005,0,0
1926,3,0,20285,0,0
1928,3,1,22005,0,0
1928,4,0,21605,0,0
1924,4,1,24005,0,0
1924,4,1,0,1,2
1928,4,0,13925,0,0
1928,4,0,22565,0,0
1924,4,1,43005,0,0
1926,4,1,6505,1,1
1928,3,1,45005,0,0
1928,3,0,15965,0,0
1926,3,0,27005,0,0
1924,3,1,8365,1,1
1928,3,0,11605,0,0
1924,3,1,23895,0,0
1926,3,0,75000,0,0
1924,4,1,20025,0,0
1924,4,0,3005,0,0
1928,4,0,29005,1,1
1926,3,1,22505,0,0
1924,3,1,30775,0,0
1926,4,1,0,0,0
1924,4,1,20005,0,0
1924,3,0,19145,0,0
1926,4,0,7405,0,0
1926,3,0,22675,0,0
1928,3,0,0,0,0
1926,4,1,10305,0,0
1926,4,0,4505,1,1
1924,4,1,35005,0,0
1928,3,1,20005,0,0
1926,3,1,34825,0,0
1928,4,0,28005,0,0
1926,4,0,9005,0,0
1924,4,0,14605,0,0
1928,4,1,19005,0,0
1924,3,0,14005,0,0
1926,3,1,5595,0,0
1924,4,1,18705,0,0
1924,4,1,12005,0,0
1926,3,0,0,0,0
1924,4,1,26505,0,0
1924,3,0,21325,0,0
1926,3,1,15005,0,0
1926,3,1,31905,0,0
1928,3,1,0,1,1
1924,4,1,15005,1,1
1928,3,0,23005,0,0
1928,3,0,22005,1,1
1926,4,1,23495,0,0
1928,4,0,29005,0,0
1924,3,1,16505,0,0
1924,3,1,4005,1,1
1928,3,0,6405,0,0
1926,3,1,0,0,0
1924,4,0,18005,0,0
1924,4,0,16005,0,0
1928,3,1,16005,0,0
1926,4,1,0,1,2
1928,4,0,25005,0,0
1924,3,1,19505,0,0
1924,4,1,19005,0,0
1926,4,1,6205,1,1
1928,3,0,33005,0,0
1928,4,0,0,1,2
1926,3,1,31005,0,0
1924,3,0,0,0,0
1924,3,1,24005,0,0
1926,3,1,8105,1,1
1924,3,1,18605,0,0
1926,4,1,0,1,2
1926,3,1,21055,0,0
1924,3,0,1465,0,0
1926,4,1,18005,0,0
1928,3,1,32895,0,0
1926,4,1,30005,0,0
1926,3,0,20305,0,0
1928,4,0,0,0,0
1924,4,1,30625,1,1
1926,3,1,20285,0,0
1924,4,1,1305,0,0
1926,4,1,27025,0,0
1924,3,1,9005,0,0
1924,4,0,0,0,0
1924,3,1,37005,0,0
1926,3,1,40435,0,0
1926,3,1,30005,0,0
1928,4,0,0,0,0
1924,4,0,0,0,0
1928,3,1,60005,0,0
1924,3,1,17085,0,0
1924,4,1,13005,0,0
1926,3,1,0,0,0
1924,3,0,0,0,0
1928,3,0,30005,0,0
1926,3,1,24005,0,0
1928,3,0,0,1,2
1926,3,1,16885,0,0
1926,4,0,13505,1,1
1928,4,0,24005,0,0
1926,3,1,20005,0,0
1924,4,1,0,1,2
1928,4,0,37505,0,0
1926,4,0,30005,0,0
1926,4,0,29645,0,0
1924,3,1,0,0,0
1926,4,1,12505,0,0
1928,4,0,51825,0,0
1926,3,1,14005,0,0
1924,3,1,35005,0,0
1924,4,1,0,1,2
1928,3,0,0,0,0
1924,3,1,0,1,2
1928,4,1,18095,0,0
1926,4,0,38785,0,0
1926,3,1,27515,0,0
1926,3,1,22305,0,0
1924,4,1,32415,0,0
1928,4,0,41005,0,0
1928,4,0,38005,0,0
1924,4,1,26005,0,0
1928,4,0,30755,0,0
1928,3,0,24005,0,0
1926,4,0,23005,1,1
1924,3,1,75000,0,0
1928,3,0,24005,0,0
1924,3,1,1805,0,0
1926,3,1,30245,0,0
1926,3,0,10465,0,0
1928,3,1,23005,0,0
1926,3,0,9605,1,1
1926,3,1,22585,1,1
1926,4,1,29005,0,0
1928,4,0,0,0,0
1928,3,1,27005,0,0
1926,4,1,75000,0,0
1924,4,1,61565,0,0
1928,4,0,44485,0,0
1924,3,1,0,1,1
1928,4,1,10005,0,0
1926,3,1,0,1,2
1924,3,1,15005,1,1
1928,3,0,53005,0,0
1926,3,1,21005,0,0
1928,3,0,28605,0,0
1924,3,1,24915,0,0
1928,4,0,29005,0,0
1924,3,1,12545,0,0
1928,4,1,0,1,1
1926,4,0,2005,0,0
1924,3,1,75000,0,0
1928,3,0,20285,0,0
1924,3,1,34005,0,0
1924,3,1,26405,1,2
1924,4,1,21465,0,0
1928,4,0,0,0,0
1924,4,1,52005,0,0
1924,3,1,31035,1,1
1926,3,1,0,1,2
1926,3,1,21005,0,0
1924,4,1,1515,0,0
1926,4,1,1515,0,0
1928,4,0,17675,0,0
1924,4,1,22365,0,0
1926,4,1,10555,0,0
1924,3,1,28005,0,0
1924,3,1,17005,0,0
1926,3,0,14045,0,0
1928,4,0,46005,0,0
1928,4,0,19005,0,0
1924,4,0,33505,0,0
1928,3,0,25005,0,0
1926,4,1,27965,0,0
1924,4,1,25345,0,0
1926,3,1,50005,0,0
1924,3,0,75000,0,0
1924,3,1,15005,1,1
1924,4,0,24005,0,0
1924,4,0,8445,0,0
1924,3,0,16125,0,0
1926,4,1,13005,0,0
1924,3,0,43005,0,0
1924,3,1,20005,0,0
1928,4,0,31725,0,0
1926,4,1,0,0,0
1926,3,1,22755,0,0
1924,4,1,3005,0,0
1928,3,0,14005,1,1
1924,3,0,65005,0,0
1924,3,1,34005,0,0
1926,4,1,0,1,2
1928,3,0,0,0,0
1928,3,1,26005,0,0
1928,4,1,0,0,0
1926,3,1,0,0,0
1924,4,1,19905,0,0
1928,4,1,28005,0,0
1928,4,0,18005,0,0
1928,3,1,42005,0,0
1924,4,1,0,0,0
1924,4,1,30005,0,0
1928,4,1,9925,0,0
1924,4,1,75000,0,0
1928,3,1,0,0,0
1926,3,1,18005,0,0
1928,3,0,0,0,0
1928,4,0,10005,0,0
1924,3,1,0,1,1
1928,4,0,8505,0,0
1926,4,1,0,0,0
1924,4,1,29005,0,0
1924,3,1,0,0,0
1928,3,0,0,0,0
1926,4,0,24485,0,0
1924,4,1,29645,0,0
1926,4,1,26005,0,0
1924,3,0,24005,0,0
1926,4,1,36005,0,0
1928,3,1,37005,0,0
1926,3,1,18905,0,0
1926,4,0,0,0,0
1926,4,1,0,0,0
1928,3,0,35005,0,0
1924,3,0,0,0,0
1928,4,0,16125,0,0
1924,4,1,20005,0,0
1924,4,1,15505,1,1
1924,4,1,18205,0,0
1926,3,1,11005,0,0
1926,4,0,35005,0,0
1924,4,1,19005,1,1
1926,4,0,7005,0,0
1924,4,1,24225,0,0
1928,4,0,19205,0,0
1924,3,1,24445,0,0
1926,4,1,5725,0,0
1924,4,1,33005,0,0
1928,4,0,24005,0,0
1928,3,1,10085,0,0
1926,4,1,0,0,0
1928,3,1,25485,0,0
1926,4,1,10705,0,0
1926,4,1,34005,0,0
1928,3,0,23005,0,0
1924,4,1,0,0,0
1926,4,1,0,0,0
1928,3,0,16005,0,0
1928,3,1,0,1,2
1924,3,1,22475,0,0
1924,3,0,26615,0,0
1928,4,0,21325,1,1
1926,3,1,20005,0,0
1928,4,0,30005,0,0
